Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
158 Locke St S,Starbucks,4915-122111,905-521-0292,CO,158 Locke Street South,158 Locke Street South,,,Hamilton,ON,CA,L8P 4A9,"43.2561569214, -79.8854522705",43.25615692,-79.88545227,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Longos Markham,Starbucks,73735-106117,905-479-8877,LS,3085 Hwy-7,3085 Hwy-7,,,Markham,ON,CA,L3R 0J5,"43.8506126404, -79.3529052734",43.85061264,-79.35290527,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Lougheed Mall,Starbucks,4274-565,(604) 415-5336,CO,"9855 Austin Avenue, Unit 215A",9855 Austin Avenue,Unit 215A,,Burnaby,BC,CA,V3J 1N4,"49.2505187988, -122.894569397",49.2505188,-122.8945694,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Seymour and Dunsmuir,Starbucks,4230-40,(604) 608-1845,CO,600 Dunsmuir Street,600 Dunsmuir Street,,,Vancouver,BC,CA,V6B 1Y6,"49.2829856873, -123.115699768",49.28298569,-123.1156998,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Ottawa Marriott,Starbucks,75626-76440,613-238-1122,LS,100 Kent St,100 Kent St,,,Ottawa,ON,CA,K1P 5R7,"45.4199943542, -75.7033996582",45.41999435,-75.70339966,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Edmonton #877,Starbucks,74760-97397,780-435-5132,LS,111 St NW & 51 Avenue NW,111 St NW & 51 Avenue NW,,,Edmonton,AB,CA,T6H 4M8,"53.4860610962, -113.522750854",53.4860611,-113.5227509,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Smithers #144,Starbucks,79648-107923,2508472622,LS,3664 Highway 16,3664 Highway 16,,,Smithers,BC,CA,V0J 2N0,"54.8232650757, -127.190361023",54.82326508,-127.190361,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
340 Albert Street,Starbucks,4944-128924,613-232-9089,CO,"340 Albert Street, Unit No G-06",340 Albert Street,Unit No G-06,,Ottawa,ON,CA,K1R 7X7,"45.4188308716, -75.7025604248",45.41883087,-75.70256042,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
15 Depot Court,Starbucks,4094-140809,506-696-6160,CO,15 Depot Court,15 Depot Court,,,Saint John,NB,CA,E2J 0C2,"45.3027114868, -66.0229492188",45.30271149,-66.02294922,Atlantic Standard Time,-240,GMT-04:00 America/Moncton,2013-12-08 17:41:59-05:00
Monkland & Old Orchard,Starbucks,4062-140736,514-904-2233,CO,5526 Av Monkland,5526 Av Monkland,,,Montreal,QC,CA,H4A 1C7,"45.4760742188, -73.6223220825",45.47607422,-73.62232208,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Safeway - Terrace #126,Starbucks,79577-100502,2506357206,LS,4655 Lakelse,4655 Lakelse,,,Terrace,BC,CA,V8G 1R3,"54.5162353516, -128.591644287",54.51623535,-128.5916443,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Heritage Mountain,Starbucks,143-17,(604) 469-3318,CO,330-221 Ioco Road,330-221 Ioco Road,,,Port Moody,BC,CA,V3H 4H2,"49.2838745117, -122.827926636",49.28387451,-122.8279266,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Fort & Foul Bay,Starbucks,4234-522,(250) 370-9071,CO,1959 Fort St.,1959 Fort St.,,,Victoria,BC,CA,V8R 1K4,"48.4315299988, -123.323692322",48.43153,-123.3236923,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
3920 Dougall Ave,Starbucks,4583-96408,519-250-1101,CO,3920 Dougall Avenue,3920 Dougall Avenue,,,Windsor,ON,CA,N9G 1X2,"42.2552490234, -83.0015029907",42.25524902,-83.00150299,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Brava - Davie & Seymour,Starbucks,4579-96729,604-622-5558,CO,"605 Davie Street, Brava",605 Davie Street,,Brava,Vancouver,BC,CA,V6B 2G6,"49.2767753601, -123.125228882",49.27677536,-123.1252289,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Terminal & Begg,Starbucks,4522-87720,604-696-6410,CO,753 Terminal Avenue,753 Terminal Avenue,,,Vancouver,BC,CA,V6A 2M2,"49.2710342407, -123.087738037",49.27103424,-123.087738,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
King & Brant,Starbucks,4636-99652,416-596-0101,CO,527-529 King Street West,527-529 King Street West,,,Toronto,ON,CA,M5V 1K4,"43.6446495056, -79.3982620239",43.64464951,-79.39826202,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Sierra Springs,Starbucks,4808-103498,(403) 945-8107,CO,101 114 Sierra Springs Drive,101 114 Sierra Springs Drive,,,Airdrie,AB,CA,T4B 3G6,"51.2694244385, -114.00328064",51.26942444,-114.0032806,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Thompson #623,Starbucks,79631-107918,,LS,300 Mystery Lake Rd,300 Mystery Lake Rd,,,Thompson,MB,CA,R8N 0M2,"55.7442893982, -97.8466796875",55.7442894,-97.84667969,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Village North,Starbucks,4394-23251,604-905-0833,CO,"4340 Lorimer Road, Suite  120",4340 Lorimer Road,Suite  120,,Whistler,BC,CA,V0N 1B4,"50.1190338135, -122.956565857",50.11903381,-122.9565659,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Oak Bay,Starbucks,130-87,250-598-8666,CO,2182 Oak Bay Avenue,2182 Oak Bay Avenue,,,Victoria,BC,CA,V8R 1G3,"48.4267044067, -123.316383362",48.42670441,-123.3163834,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Kildonan Crossing,Starbucks,4445-14131,204/668-0146,CO,"1615 Regent Ave. West, Kildonan Crossing Shopping Center",1615 Regent Ave. West,,Kildonan Crossing Shopping Center,Winnipeg,MB,CA,R2C 5C6,"49.9004211426, -97.0702209473",49.90042114,-97.07022095,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
433 Seymour Street,Starbucks,4451-83460,604-682-2817,CO,433 Seymour St,433 Seymour St,,,Vancouver,BC,CA,V6B 3H5,"49.2845115662, -123.113441467",49.28451157,-123.1134415,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
380 Coventry Road,Starbucks,4788-104697,613-744-6471,CO,380 Coventry Road,380 Coventry Road,,,Ottawa,ON,CA,K1K 2C6,"45.4210891724, -75.649230957",45.42108917,-75.64923096,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-New Westminster #58,Starbucks,79718-128727,,LS,800 McBride Boulevard,800 McBride Boulevard,,,New Westminster,BC,CA,V3L 2B8,"49.2224731445, -122.913955688",49.22247314,-122.9139557,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Robson & Richards,Starbucks,4771-104877,604-642-5300,CO,498 Robson Street,498 Robson Street,,,Vancouver,BC,CA,V6B 2B5,"49.2798843384, -123.117874146",49.27988434,-123.1178741,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Kitsilano Beach,Starbucks,179-104,6047312059,CO,1500 Yew Street,1500 Yew Street,,,Vancouver,BC,CA,V6K 3E4,"49.2724571228, -123.154815674",49.27245712,-123.1548157,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
2210 Bloor St. W.,Starbucks,4233-544,(416) 769-7788,CO,2210 Bloor Street,2210 Bloor Street,,,Toronto,ON,CA,M6S 1N4,"43.6513557434, -79.4758758545",43.65135574,-79.47587585,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Highway 16 & 75 Street,Starbucks,4959-105052,780 875 5394,CO,"7701 44th St Unit A Mail Box 709, COURIERS ONLY (NOT US/CANADA POST), Home Depot Power Centre",7701 44th St Unit A Mail Box 709,COURIERS ONLY (NOT US/CANADA POST),Home Depot Power Centre,Lloydminster,AB,CA,T9V 0X9,"53.2775344849, -110.056739807",53.27753448,-110.0567398,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Langford Centre,Starbucks,4785-104821,250-474-3937,CO,"782 Goldstream Avenue, Langford Centre",782 Goldstream Avenue,,Langford Centre,Langford,BC,CA,V9B 2X3,"48.4490356445, -123.498916626",48.44903564,-123.4989166,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
870 Main St E,Starbucks,4833-107475,905-693-8070,CO,"870 Main St East, Unit 1, Milton Loblaws Centre",870 Main St East,Unit 1,Milton Loblaws Centre,Milton,ON,CA,L9T 0J4,"43.5272636414, -79.8661575317",43.52726364,-79.86615753,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Millrise Centre,Starbucks,4619-98394,403-254-2008,CO,"150 Millrise Boulevard SW, 7115, Millrise Centre",150 Millrise Boulevard SW,7115,Millrise Centre,Calgary,AB,CA,T2Y 5G7,"50.9143295288, -114.073280334",50.91432953,-114.0732803,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway-St Albert #803,Starbucks,74727-97395,,LS,300-2 Hebert Road,300-2 Hebert Road,,,St Albert,AB,CA,T8N 5T8,"53.6231269836, -113.605049133",53.62312698,-113.6050491,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Marriott Niagara Falls View,Starbucks,75525-35359,905-357-7300,LS,6740 Fallsview Blvd,6740 Fallsview Blvd,,,Niagara Falls,ON,CA,L2G 3W6,"43.0789871216, -79.0823364258",43.07898712,-79.08233643,Eastern Standard Time,-300,GMT-05:00 America/New_York,2013-12-08 17:41:59-05:00
Matrix Hotel,Starbucks,4857-108302,(780) 441-1099,CO,10001 - 107th Street,10001 - 107th Street,,,Edmonton,AB,CA,T5J 1J1,"53.5390281677, -113.504386902",53.53902817,-113.5043869,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Oxford & Lougheed,Starbucks,4682-100790,604-464-0399,CO,2840 Oxford Street,2840 Oxford Street,,,Port Coquitlam,BC,CA,V3B 5L7,"49.2638320923, -122.766815186",49.26383209,-122.7668152,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Pembina & Point,Starbucks,4884-116244,204-284-5630,CO,"1144  Pembina Hwy, 1",1144  Pembina Hwy,1,,Winnipeg,MB,CA,R3T 2A2,"49.8470001221, -97.1525192261",49.84700012,-97.15251923,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
Taylor Ave & 67th St,Starbucks,4634-99283,403-356-4791,CO,"6730 Taylor Dr, Unit 300, Taylor Plaza",6730 Taylor Dr,Unit 300,Taylor Plaza,Red Deer,AB,CA,T4P 1K4,"52.289024353, -113.838516235",52.28902435,-113.8385162,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway-North Vancouver #23,Starbucks,79607-97796,,LS,"2601 Westview Dr, #780",2601 Westview Dr,#780,,North Vancouver,BC,CA,V7N 3X4,"49.3326721191, -123.090393066",49.33267212,-123.0903931,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
5954 Hwy 7,Starbucks,4927-122112,905 294-8227,CO,"5954 Hwy 7, 905 294-8227",5954 Hwy 7,,905 294-8227,Markham,ON,CA,L3P 1A2,"43.8739776611, -79.2607421875",43.87397766,-79.26074219,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
235 Centennial Rd,Starbucks,4774-104085,519-943-0395,CO,"235 Centennial Road, Unit D",235 Centennial Road,Unit D,,Orangeville,ON,CA,L9W 5K9,"43.9029579163, -80.1198196411",43.90295792,-80.11981964,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
SODEXO @ CAESARS WINDSOR,Starbucks,75404-104158,,LS,377 Riverside Drive East,377 Riverside Drive East,,,Windsor,ON,CA,N9A 7H7,"42.320640564, -83.0328292847",42.32064056,-83.03282928,Eastern Standard Time,-300,GMT-05:00 America/New_York,2013-12-08 17:41:59-05:00
London Station,Starbucks,4255-961,(604) 581-2632,CO,"10362 King George Highway, London Station",10362 King George Highway,,London Station,Surrey,BC,CA,V3T 2W5,"49.1910743713, -122.844535828",49.19107437,-122.8445358,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Carlton Square,Starbucks,127-168,(604) 293-1366,CO,"4191 Hastings Street, Space 101",4191 Hastings Street,Space 101,,Burnaby,BC,CA,V5C 2J3,"49.2812042236, -123.012138367",49.28120422,-123.0121384,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Casino Fallsview Blvd,Starbucks,75790-96396,,LS,"6688 Fallsview Blvd, 210",6688 Fallsview Blvd,210,,Niagara Falls,ON,CA,L2G 7M9,"43.0792808533, -79.0825881958",43.07928085,-79.0825882,Eastern Standard Time,-300,GMT-05:00 America/New_York,2013-12-08 17:41:59-05:00
2509 Prince Michael Dr,Starbucks,4816-104227,905-257-5805,CO,2509 Prince Michael Dr.,2509 Prince Michael Dr.,,,Oakville,ON,CA,L6H 0E9,"43.4976119995, -79.7075119019",43.497612,-79.7075119,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
U of Toronto - Robarts Library,Starbucks,72457-7627,416-591-1647,LS,369 Huron St.,369 Huron St.,,,Toronto,ON,CA,M5S 1A5,"43.664264679, -79.4003601074",43.66426468,-79.40036011,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
17440 Yonge St,Starbucks,4292-1221,(905) 895-7221,CO,"17440 Yonge Street, West side Yonge St. / so. of Davis Dr.",17440 Yonge Street,,West side Yonge St. / so. of Davis Dr.,Newmarket,ON,CA,L3Y 6Y9,"44.052734375, -79.4815826416",44.05273438,-79.48158264,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Vancouver #110,Starbucks,74820-99490,604-263-2575,LS,650 W 41st Ave,650 W 41st Ave,,,Vancouver,BC,CA,V5Z 2M9,"49.2320632935, -123.11971283",49.23206329,-123.1197128,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
1100 Wilson Street W & Shaver Road,Starbucks,4901-113505,905-304-8494,CO,1100 Wilson Street West,1100 Wilson Street West,,,Ancaster,ON,CA,L9G 3K9,"43.1980438232, -80.0159759521",43.19804382,-80.01597595,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
"70 Copper Creek Dr, Bldg H",Starbucks,4951-128928,(905)209-7630,CO,"70 Copper Creek Drive Building H,, Unit N","70 Copper Creek Drive Building H,",Unit N,,Markham,ON,CA,L6B 0P2,"43.8663330078, -79.2290878296",43.86633301,-79.22908783,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway - Red Deer #813,Starbucks,79542-102931,403-346-1886,LS,4408 50th Avenue,4408 50th Avenue,,,Red Deer,AB,CA,T4N 3Z6,"52.2634506226, -113.814079285",52.26345062,-113.8140793,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
1151 Division Street,Starbucks,4892-117884,613-545-7958,CO,1151 Division Street,1151 Division Street,,,Kingston,ON,CA,K7K 5W3,"44.2634735107, -76.498008728",44.26347351,-76.49800873,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Centre Rockland,Starbucks,4069-140805,514-303-9136,CO,2305 Chem Rockland,2305 Chem Rockland,,,Montreal,QC,CA,H3P 3E9,"45.5281486511, -73.6485137939",45.52814865,-73.64851379,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
Safeway-Winnipeg #725,Starbucks,74687-94468,,LS,920 Jefferson Avenue,920 Jefferson Avenue,,,Winnipeg,MB,CA,R2P 1W1,"49.944896698, -97.157699585",49.9448967,-97.15769959,Central Standard Time,-360,GMT-06:00 America/Winnipeg,2013-12-08 17:41:59-05:00
YVR Vancouver Pier C,Starbucks,72416-3788,604-231-3731,LS,"3211 Grant McConnachie Way, Vancouver International Airport",3211 Grant McConnachie Way,,Vancouver International Airport,Richmond,BC,CA,V7B 1X7,"49.1946182251, -123.176544189",49.19461823,-123.1765442,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
7333 Woodbine Ave,Starbucks,4609-97961,905-513-6767,CO,"7333 Woodbine Avenue, Unit 1",7333 Woodbine Avenue,Unit 1,,Markham,ON,CA,L3R 1A7,"43.8226051331, -79.3505935669",43.82260513,-79.35059357,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Coquitlam #20,Starbucks,74145-25829,6049418212,LS,"3205 Lougheed Hwy., 100",3205 Lougheed Hwy.,100,,Coquitlam,BC,CA,V3B 1C6,"49.2764511108, -122.791969299",49.27645111,-122.7919693,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
3737 Major Mackenzie Dr,Starbucks,4791-104690,905-303-7097,CO,"3737 Major Mackenzie Drive, 101, Vellor Village",3737 Major Mackenzie Drive,101,Vellor Village,Vaughan,ON,CA,L4H 0A2,"43.844417572, -79.5600738525",43.84441757,-79.56007385,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Marriott Chateau Champlain Sodexho,Starbucks,70047-133205,,LS,Rue Peel & Rue St-Antoine W,Rue Peel & Rue St-Antoine W,,,Montreal,QC,CA,H3B 4C9,"45.4975318909, -73.5674133301",45.49753189,-73.56741333,Eastern Standard Time,-300,GMT-05:00 America/Montreal,2013-12-08 17:41:59-05:00
2222 Carling Avenue,Starbucks,4824-108289,613-828-7729,CO,"2222 Carling Avenue, Unit 1",2222 Carling Avenue,Unit 1,,Ottawa,ON,CA,K2A 1H3,"45.3690910339, -75.7722167969",45.36909103,-75.7722168,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Shaughnessy Street,Starbucks,4415-45260,604-552-0674,CO,"2564 Shaughnessy Street, #101",2564 Shaughnessy Street,#101,,Port Coquitlam,BC,CA,V3C 3G4,"49.2622642517, -122.781135559",49.26226425,-122.7811356,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway - Calgary 2243,Starbucks,74996-104506,403-730-4955,LS,5607 4th Street NW,5607 4th Street NW,,,Calgary,AB,CA,T2K 1B3,"51.101776123, -114.072601318",51.10177612,-114.0726013,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Government & Fisgard,Starbucks,4936-132644,250-382-7662,CO,1 - 1689 Government Street,1 - 1689 Government Street,,,Victoria,BC,CA,V8W 0A1,"48.4292449951, -123.366539001",48.429245,-123.366539,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
"17310 Leslie St, Bldg A, Unit A",Starbucks,4916-124147,905-830-1426,CO,17130 Leslie Street Building A - Unit A,17130 Leslie Street Building A - Unit A,,,Newmarket,ON,CA,L3Y 8K7,"44.0564308167, -79.4300613403",44.05643082,-79.43006134,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Compass @ Bell,Starbucks,70312-140344,905-614-1616,LS,Eglinton Ave E & Creekbank Rd,Eglinton Ave E & Creekbank Rd,,,Mississauga,ON,CA,L4W 5N2,"43.6413574219, -79.6145935059",43.64135742,-79.61459351,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
"1273 London Rd, Unit 1",Starbucks,4772-104228,519-336-2128,CO,"1273 London Road, Unit # 1","1273 London Road, Unit # 1",,,Sarnia,ON,CA,N7S 1P3,"42.9794082642, -82.3598098755",42.97940826,-82.35980988,Eastern Standard Time,-300,GMT-05:00 America/New_York,2013-12-08 17:41:59-05:00
Sundance,Starbucks,4876-107838,403-873-0792,CO,"6115 Sunpark Plaza SE, Sundance Office Park",6115 Sunpark Plaza SE,,Sundance Office Park,Calgary,AB,CA,T2X 0N5,"50.9046325684, -114.057502747",50.90463257,-114.0575027,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
1040 Kennedy Circle,Starbucks,4756-104231,905-876-0276,CO,1040 Kennedy Circle,1040 Kennedy Circle,,,Milton,ON,CA,L9T 0J9,"43.5070571899, -79.8377304077",43.50705719,-79.83773041,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Safeway-Calgary #291,Starbucks,74714-97382,403-202-0425,LS,5005 Dalhousie Drive NW,5005 Dalhousie Drive NW,,,Calgary,AB,CA,T3A 5R8,"51.1064529419, -114.159057617",51.10645294,-114.1590576,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
1495 Yonge & St. Clair,Starbucks,4296-1519,416-925-1441,CO,1495 Yonge Street,1495 Yonge Street,,,Toronto,ON,CA,M4T 1Z2,"43.6890029907, -79.3942642212",43.68900299,-79.39426422,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Kingsway Ave & 117St,Starbucks,4618-98388,780-451-4773,CO,"11625 Kingsway Avenue, Kingsway Shopping Centre",11625 Kingsway Avenue,,Kingsway Shopping Centre,Edmonton,AB,CA,T5G 3E8,"53.5658073425, -113.520881653",53.56580734,-113.5208817,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
111 St & Ellerslie Rd,Starbucks,4931-125724,780 435 3081,CO,"961 James Mowatt Tr, #106",961 James Mowatt Tr,#106,,Edmonton,AB,CA,T6W 1S4,"53.42370224, -113.514167786",53.42370224,-113.5141678,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Country Club Centre,Starbucks,4554-95426,250-758-5955,CO,"3200 Island Highway, Country Club Centre",3200 Island Highway,,Country Club Centre,Nanaimo,BC,CA,V9T 1W1,"49.2052078247, -124.005020142",49.20520782,-124.0050201,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Metropolitan Towers,Starbucks,4449-79361,604-608-8743,CO,"980 Seymour Street, Unit 960",980 Seymour Street,Unit 960,,Vancouver,BC,CA,V6B 3L9,"49.2789115906, -123.12121582",49.27891159,-123.1212158,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
194 Commercial Blvd,Starbucks,4668-101117,519-735-5110,CO,194 Commercial Boulevard,194 Commercial Boulevard,,,Lakeshore,ON,CA,N9K 1G5,"42.3053588867, -82.8598861694",42.30535889,-82.85988617,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
4400 32nd St - Vernon Square,Starbucks,4501-93360,250-503-2136,CO,"4-4400 32nd St., Vernon Square",4-4400 32nd St.,,Vernon Square,Vernon,BC,CA,V1T 9H2,"50.276222229, -119.276062012",50.27622223,-119.276062,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Safeway-Langley #59,Starbucks,74754-97377,6045333291,LS,6153 200th St,6153 200th St,,,Langley,BC,CA,V2Y 1A2,"49.1147575378, -122.670707703",49.11475754,-122.6707077,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
11710 Yonge St,Starbucks,4850-104701,905-770-3197,CO,"11710 Yonge St, 1",11710 Yonge St,1,,Richmond Hill,ON,CA,L4E 0K4,"43.9127616882, -79.4472885132",43.91276169,-79.44728851,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Marpole,Starbucks,124-85,(604) 266-9222,CO,8002 Granville Street,8002 Granville Street,,,Vancouver,BC,CA,V6P 4Z4,"49.213054657, -123.140136719",49.21305466,-123.1401367,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Yonge & Erskine,Starbucks,4742-104613,416-932-0865,CO,2451 Yonge Street N,2451 Yonge Street N,,,Toronto,ON,CA,M4P 2E7,"43.7110176086, -79.3990249634",43.71101761,-79.39902496,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Dundas & Roncesvalles,Starbucks,4720-103563,416-538-0211,CO,2201 Dundas Street West,2201 Dundas Street West,,,Toronto,ON,CA,M6R 1X5,"43.653465271, -79.4515914917",43.65346527,-79.45159149,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
Centre St & 9 Ave N,Starbucks,4316-1681,4032307844,CO,919 Centre Street Northwest,919 Centre Street Northwest,,,Calgary,AB,CA,T2E 2P6,"51.0603981018, -114.062896729",51.0603981,-114.0628967,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Safeway - Calgary #294,Starbucks,74942-102406,403-295-6895,LS,8120 Beddington Blvd Northwest,8120 Beddington Blvd Northwest,,,Calgary,AB,CA,T3K 2A8,"51.1269035339, -114.072235107",51.12690353,-114.0722351,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
841 Rye St,Starbucks,4701-102160,705-755-1071,CO,841 Rye Street,841 Rye Street,,,Peterborough,ON,CA,K9J 6X1,"44.281539917, -78.345741272",44.28153992,-78.34574127,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
12 Ave & 8th Street SW,Starbucks,4437-75580,403/228-3372,CO,"1210 8th Street SW, 100, Petrawest Plaza",1210 8th Street SW,100,Petrawest Plaza,Calgary,AB,CA,T2R 1L3,"51.0417900085, -114.081344604",51.04179001,-114.0813446,Mountain Standard Time,-420,GMT-07:00 America/Edmonton,2013-12-08 17:41:59-05:00
Mission Park,Starbucks,138-23,250-762-6273,CO,"3151 Lakeshore Road, #55",3151 Lakeshore Road,#55,,Kelowna,BC,CA,V1Y 2M3,"49.8602905273, -119.490898132",49.86029053,-119.4908981,Pacific Standard Time,-480,GMT-08:00 America/Vancouver,2013-12-08 17:41:59-05:00
Richmond Adelaide Ctr -PATH Concrse,Starbucks,4217-790,(416) 369-0187,CO,"120 Adelaide Street West, Underground Retail Concourse",120 Adelaide Street West,,Underground Retail Concourse,Toronto,ON,CA,M5H 1T1,"43.6493988037, -79.3830184937",43.6493988,-79.38301849,Eastern Standard Time,-300,GMT-05:00 America/Toronto,2013-12-08 17:41:59-05:00
